,Gene,chromosome,start,CNV (lr) RNA,CNV (baf) RNA,Methylation RNA,CNV (lr) Protein,CNV (baf) Protein,Methylation Protein,CNV (lr) Phospho,CNV (baf) Phospho,Methylation Phospho,Mutation RNA,Mutation Protein,Mutation Phospho
2738,HS1BP3,chr2,20760208,1,0,1,1,0,1,1,0,0,,,
2739,HSPD1,chr2,198351305,1,0,0,1,0,0,1,0,0,,,
2740,HTRA2,chr2,74756504,1,0,0,1,0,0,1,0,0,,,
2741,ILKAP,chr2,239079042,1,0,0,1,0,0,1,0,0,,,
2742,IMMT,chr2,86371055,1,0,0,1,0,0,1,0,0,,,
2743,ING5,chr2,242641450,1,0,0,1,0,0,1,0,0,,,
2744,INO80B,chr2,74682150,1,0,0,0,0,0,0,0,0,,,
2745,INO80D,chr2,206858445,1,0,0,0,0,0,0,0,0,,,
2746,INPP1,chr2,191208196,1,0,1,0,0,1,0,0,0,,,
2747,INPP4A,chr2,99061317,1,0,0,1,0,0,1,0,0,,,
2748,INPP5D,chr2,233924677,0,0,0,0,0,0,0,0,1,,,
2749,IRS1,chr2,227596033,1,1,1,1,1,1,1,0,0,,,
2750,ITGA4,chr2,182321929,0,0,0,0,0,0,0,0,0,,,
2751,ITGA6,chr2,173292082,1,0,1,1,0,1,1,0,1,,,
2752,ITGAV,chr2,187454792,1,0,0,1,0,0,1,0,0,,,
2753,ITGB1BP1,chr2,9543604,1,0,0,0,0,0,0,0,0,,,
2754,ITGB6,chr2,160956177,1,0,0,1,0,0,1,0,0,,,
2755,ITSN2,chr2,24425733,1,0,0,1,0,0,1,0,0,,,
2756,IWS1,chr2,128193783,1,0,0,1,0,0,1,0,0,,,
2757,KANSL3,chr2,97258907,1,0,0,1,0,0,1,0,0,,,
2758,KCTD18,chr2,201353675,1,0,0,0,0,0,0,0,0,,,
2759,KDM3A,chr2,86667770,1,0,0,1,0,0,1,0,0,,,
2760,KIAA1211L,chr2,99410309,1,0,1,0,0,1,0,0,1,,,
2761,KIDINS220,chr2,8865408,1,0,0,0,0,0,0,0,0,,,
2762,KIF1A,chr2,241653181,0,0,1,0,0,1,0,0,1,0.0,0.0,0.0
2763,KRTCAP3,chr2,27665233,1,0,0,0,0,0,0,0,0,,,
2764,LBH,chr2,30454397,0,0,0,0,0,0,0,0,0,,,
2765,LGALSL,chr2,64681103,0,0,0,0,0,0,0,0,0,,,
2766,LIMS1,chr2,109150857,0,0,0,0,0,0,0,0,0,,,
2767,LPIN1,chr2,11817721,1,0,0,1,0,0,1,0,0,,,
2768,LRP2,chr2,169983619,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2769,LRPPRC,chr2,44113647,0,0,0,0,0,0,0,0,0,,,
2770,LRRFIP1,chr2,238536219,1,0,0,1,0,0,1,0,0,,,
2771,LTBP1,chr2,33172039,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2772,MAP2,chr2,210288782,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0
2773,MAP3K2,chr2,128056306,1,0,0,1,0,0,1,0,0,,,
2774,MAP4K3,chr2,39476407,0,0,0,0,0,0,0,0,0,,,
2775,MAP4K4,chr2,102313312,0,0,0,0,0,0,0,0,0,,,
2776,MAPRE3,chr2,27193480,0,0,0,0,0,0,0,0,0,,,
2777,MARCH7,chr2,160569000,1,0,0,1,0,0,1,0,0,,,
2778,MATN3,chr2,20191872,0,0,0,0,0,0,0,0,0,,,
2779,MBOAT2,chr2,8992820,1,0,1,0,0,1,0,0,1,,,
2780,MCM6,chr2,136597196,1,0,0,0,0,0,0,0,0,,,
2781,MDH1,chr2,63815743,1,0,0,1,0,0,1,0,0,,,
2782,MEMO1,chr2,32090129,1,0,0,1,0,0,1,0,0,,,
2783,MFF,chr2,228189867,1,0,0,1,0,0,1,0,0,,,
2784,MFSD6,chr2,191273081,1,0,1,1,0,1,1,0,1,,,
2785,MGAT4A,chr2,99235569,0,1,0,0,1,0,0,0,0,,,
2786,MLPH,chr2,238394071,1,0,0,0,0,0,0,0,0,,,
2787,MOGS,chr2,74688184,0,0,0,0,0,0,0,0,0,,,
2788,MPHOSPH10,chr2,71357444,1,0,0,1,0,0,1,0,0,,,
2789,MSH6,chr2,47922669,1,0,0,1,0,0,1,0,0,,,
2790,MTX2,chr2,177134123,0,0,0,0,0,0,0,0,0,,,
2791,MYO1B,chr2,192109911,0,0,0,0,0,0,0,0,0,,,
2792,MZT2A,chr2,132222473,0,0,0,0,0,0,0,0,0,,,
2793,MZT2B,chr2,130939310,0,0,0,0,0,0,0,0,0,,,
2794,NAB1,chr2,191511472,1,0,0,1,0,0,1,0,0,,,
2795,NAGK,chr2,71291474,1,0,0,0,0,0,0,0,0,,,
2796,NBEAL1,chr2,203879602,1,0,0,1,0,0,1,0,0,,,
2797,NCAPH,chr2,97001525,1,0,0,1,0,0,1,0,0,,,
2798,NCK2,chr2,106361354,1,0,0,1,0,0,1,0,0,,,
2799,NCKAP1,chr2,183773843,0,0,0,0,0,0,0,0,0,,,
2800,NCL,chr2,232318242,1,0,0,1,0,0,1,0,0,,,
2801,NCOA1,chr2,24714783,0,0,0,0,0,0,0,0,0,,,
2802,NHEJ1,chr2,219940039,1,0,0,0,0,0,0,0,0,,,
2803,NIFK,chr2,122484521,1,0,0,0,0,0,0,0,0,,,
2804,NMI,chr2,152126979,0,1,0,0,1,0,0,0,0,,,
2805,NOP58,chr2,203130439,1,0,0,0,0,0,0,0,0,,,
2806,NRBP1,chr2,27650657,1,0,0,1,0,0,1,0,0,,,
2807,NRP2,chr2,206546714,0,0,0,0,0,0,0,0,0,,,
2808,ORC2,chr2,201773696,0,0,0,0,0,0,0,0,0,,,
2809,OSBPL6,chr2,179059208,0,0,0,0,0,0,0,0,0,,,
2810,PAIP2B,chr2,71409869,0,0,0,0,0,0,0,0,0,,,
2811,PAPOLG,chr2,60983365,1,0,0,0,0,0,0,0,0,,,
2812,PARD3B,chr2,205410516,0,0,0,0,0,0,0,0,0,,,
2813,PASK,chr2,242045514,1,0,0,0,0,0,0,0,0,,,
2814,PDCL3,chr2,101179152,1,0,0,0,0,0,0,0,0,,,
2815,PDIA6,chr2,10923517,1,0,0,1,0,0,0,0,0,,,
2816,PDK1,chr2,173420101,0,0,0,0,0,0,0,0,0,,,
2817,PID1,chr2,229715242,0,0,0,0,0,0,0,0,0,,,
2818,PKP4,chr2,159313476,1,1,0,1,1,0,1,0,0,,,
2819,PLCL1,chr2,198669426,0,0,0,0,0,0,0,0,0,,,
2820,PLEKHA3,chr2,179345195,1,0,0,1,0,0,1,0,0,,,
2821,PLEKHH2,chr2,43864412,0,0,1,0,0,1,0,0,1,,,
2822,PLEKHM3,chr2,208693027,0,0,0,0,0,0,0,0,0,,,
2823,PMS1,chr2,190649107,1,0,0,1,0,0,1,0,0,,,
2824,POLR1A,chr2,86247339,1,0,0,1,0,0,1,0,0,,,
2825,PPIG,chr2,170440850,1,0,0,1,0,0,1,0,0,,,
2826,PPM1G,chr2,27604061,1,0,0,1,0,0,1,0,0,,,
2827,PPP1R21,chr2,48667737,0,1,0,0,0,0,0,0,0,,,
2828,PPP1R7,chr2,242088991,1,0,0,1,0,0,1,0,0,,,
2829,PRKCE,chr2,45878484,0,0,0,0,0,0,0,0,0,,,
2830,PRKD3,chr2,37477645,1,0,0,1,0,0,1,0,0,,,
2831,PRKRA,chr2,179296141,0,0,0,0,0,0,0,0,0,,,
2832,PRPF40A,chr2,153508107,0,0,0,0,0,0,0,0,0,,,
2833,PSME4,chr2,54091204,1,0,0,1,0,0,1,0,0,,,
2834,PTMA,chr2,232571605,1,0,0,1,0,0,1,0,0,,,
2835,R3HDM1,chr2,136289025,1,0,0,1,0,0,1,0,0,,,
2836,RAB10,chr2,26256976,1,0,0,1,0,0,1,0,0,,,
2837,RAB11FIP5,chr2,73300510,1,0,0,1,0,0,1,0,0,,,
2838,RAB1A,chr2,65297835,1,0,0,1,0,0,1,0,0,,,
2839,RANBP2,chr2,109335937,0,0,0,0,0,0,0,0,0,,,
2840,RAPH1,chr2,204259068,1,0,0,1,0,0,1,0,0,,,
2841,RBM45,chr2,178977151,1,0,0,0,0,0,0,0,0,,,
2842,RBMS1,chr2,161128662,1,0,0,1,0,0,1,0,0,,,
2843,REL,chr2,61108656,1,0,0,1,0,0,1,0,0,,,
2844,RETSAT,chr2,85569211,1,0,0,0,0,0,0,0,0,,,
2845,REV1,chr2,100016938,1,0,0,0,0,0,0,0,0,,,
2846,RGPD8,chr2,113127669,0,0,0,0,0,0,0,0,0,,,
2847,RHBDD1,chr2,227700297,1,0,0,0,0,0,0,0,0,,,
2848,RIF1,chr2,152266397,1,0,0,1,0,0,1,0,0,,,
2849,RMDN2,chr2,38150330,0,0,1,0,0,1,0,0,0,,,
2850,RNASEH1,chr2,3592383,1,0,0,0,0,0,0,0,0,,,
2851,RNF181,chr2,85822848,0,0,0,0,0,0,0,0,0,,,
2852,RNF25,chr2,219528587,1,0,0,1,0,0,1,0,0,,,
2853,ROCK2,chr2,11319887,1,0,0,1,0,0,1,0,0,,,
2854,RPIA,chr2,88991162,1,0,0,0,0,0,0,0,0,,,
2855,RPL31,chr2,101618177,1,0,0,0,0,0,0,0,0,,,
2856,RPL37A,chr2,217362912,0,0,0,0,0,0,0,0,0,,,
2857,RPS7,chr2,3622795,0,0,0,0,0,0,0,0,0,,,
2858,RRM2,chr2,10262455,1,0,0,0,0,0,0,0,0,,,
2859,RTKN,chr2,74652963,1,0,0,1,0,0,1,0,0,,,
2860,RTN4,chr2,55199325,1,0,0,1,0,0,1,0,0,,,
2861,SAP130,chr2,128698791,1,0,0,0,0,0,0,0,0,,,
2862,SCLY,chr2,238969530,1,0,0,0,0,0,0,0,0,,,
2863,SDC1,chr2,20400558,1,0,0,1,0,0,1,0,0,,,
2864,SEMA4C,chr2,97525453,1,0,0,1,0,0,1,0,0,,,
2865,SEPT10,chr2,110300559,1,0,1,1,0,1,1,0,1,,,
2866,SEPT2,chr2,242254515,0,0,0,0,0,0,0,0,0,,,
2867,SF3B1,chr2,198254508,0,0,0,0,0,0,0,0,0,,,
2868,SH3BP4,chr2,235860617,1,0,1,0,0,1,0,0,1,,,
2869,SH3RF3,chr2,109745804,1,0,0,0,0,0,0,0,0,,,
2870,SLC1A4,chr2,65215611,1,0,1,1,0,0,1,0,0,,,
2871,SLC30A6,chr2,32390933,0,0,0,0,0,0,0,0,0,,,
2872,SLC35F6,chr2,26987152,1,0,0,0,0,0,0,0,0,,,
2873,SLC39A10,chr2,196440701,0,0,0,0,0,0,0,0,0,,,
2874,SLC4A1AP,chr2,27886338,1,0,0,1,0,0,1,0,0,,,
2875,SLC8A1,chr2,40324410,0,0,0,0,0,0,0,0,0,,,
2876,SMARCAL1,chr2,217277137,1,0,0,1,0,0,1,0,0,,,
2877,SMC6,chr2,17845079,1,0,0,0,0,0,0,0,0,,,
2878,SMPD4,chr2,130908981,1,0,0,0,0,0,0,0,0,,,
2879,SNRNP200,chr2,96940074,1,0,0,1,0,0,1,0,0,,,
2880,SNRPG,chr2,70508494,0,0,0,0,0,0,0,0,0,,,
2881,SNX17,chr2,27593389,1,0,0,0,0,0,0,0,0,,,
2882,SOWAHC,chr2,110371911,1,0,0,1,0,0,1,0,0,,,
2883,SP3,chr2,174771187,0,0,0,0,0,0,0,0,0,,,
2884,SPAST,chr2,32288680,1,0,0,1,0,0,1,0,0,,,
2885,SPATS2L,chr2,201170604,1,1,1,1,1,1,1,0,1,,,
2886,SPEG,chr2,220299568,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2887,SPTBN1,chr2,54683422,1,0,0,1,0,0,1,0,0,,,
2888,SRBD1,chr2,45615819,1,0,0,1,0,0,1,0,0,,,
2889,SRSF7,chr2,38970741,0,0,0,0,0,0,0,0,0,,,
2890,SSB,chr2,170648443,1,0,0,1,0,0,1,0,0,,,
2891,STARD7,chr2,96850597,1,0,0,1,0,0,1,0,0,,,
2892,STAT1,chr2,191829084,1,0,0,0,0,0,0,0,0,,,
2893,STEAP3,chr2,119981384,0,0,0,0,0,0,0,0,0,,,
2894,STK11IP,chr2,220462582,1,0,0,1,0,0,1,0,0,,,
2895,STK17B,chr2,196998290,1,0,0,0,0,0,0,0,0,,,
2896,STK25,chr2,242432089,1,0,0,1,0,0,1,0,0,,,
2897,STK36,chr2,219536749,0,0,0,0,0,0,0,0,0,,,
2898,STK39,chr2,168810530,1,0,1,1,0,1,1,0,1,,,
2899,STRN,chr2,37070783,1,0,0,1,0,0,1,0,0,,,
2900,SUMO1,chr2,203070903,1,0,0,1,0,0,1,0,0,,,
2901,SUPT7L,chr2,27873679,0,0,0,0,0,0,0,0,0,,,
2902,TANC1,chr2,159825146,1,0,0,1,0,0,1,0,0,,,
2903,TANK,chr2,161993419,0,0,0,0,0,0,0,0,0,,,
2904,TBC1D8,chr2,101624079,1,0,0,0,0,0,0,0,0,,,
2905,TFCP2L1,chr2,121974163,0,0,0,0,0,0,0,0,0,,,
2906,TGOLN2,chr2,85545147,1,0,0,1,0,0,1,0,0,,,
2907,THADA,chr2,43393800,1,0,0,1,0,0,1,0,0,,,
2908,THAP4,chr2,242523820,0,0,0,0,0,0,0,0,0,,,
2909,THNSL2,chr2,88469835,0,0,1,0,0,1,0,0,0,,,
2910,TLK1,chr2,171847333,1,0,0,1,0,0,1,0,0,,,
2911,TMEM131,chr2,98372799,1,0,0,1,0,0,0,0,0,,,
2912,TMEM214,chr2,27255778,1,0,0,1,0,0,1,0,0,,,
2913,TMEM87B,chr2,112812800,0,0,0,0,0,0,0,0,0,,,
2914,TMSB10,chr2,85132749,0,0,0,0,0,0,0,0,0,,,
2915,TRAF3IP1,chr2,239229082,1,0,0,1,0,0,1,0,0,,,
2916,TRAK2,chr2,202241930,0,0,0,0,0,0,0,0,0,,,
2917,TRAPPC12,chr2,3383446,1,0,0,1,0,0,1,0,0,,,
2918,TRIP12,chr2,230628554,1,0,0,1,0,0,1,0,0,,,
2919,TTC31,chr2,74710200,0,0,0,0,0,0,0,0,0,,,
2920,TTC7A,chr2,47143296,1,0,0,0,0,0,0,0,0,,,
2921,TUBA4A,chr2,220114433,1,0,0,1,0,0,1,0,0,,,
2922,TXNDC9,chr2,99935445,1,0,0,1,0,0,1,0,0,,,
2923,UBE2E3,chr2,181831975,1,1,0,1,1,0,1,0,0,,,
2924,UBE2F,chr2,238875469,0,0,0,0,0,0,0,0,0,,,
2925,UBXN2A,chr2,24150155,1,0,0,1,0,0,1,0,0,,,
2926,UBXN4,chr2,136499189,0,0,0,0,0,0,0,0,0,,,
2927,UGP2,chr2,64068074,1,0,0,1,0,0,1,0,0,,,
2928,USP39,chr2,85829979,1,0,0,1,0,0,1,0,0,,,
2929,VAMP5,chr2,85811531,0,0,0,0,0,0,0,0,0,,,
2930,VAMP8,chr2,85788685,0,0,0,0,0,0,0,0,0,,,
2931,VPS54,chr2,64119280,1,0,0,1,0,0,1,0,0,,,
2932,VRK2,chr2,58134786,1,0,0,1,0,0,1,0,0,,,
2933,VWA3B,chr2,98703579,0,0,0,0,0,0,0,0,0,,,
2934,WDFY1,chr2,224720433,1,0,0,1,0,0,1,0,0,,,
2935,WDR43,chr2,29117509,1,0,0,1,0,0,1,0,0,,,
2936,WDR75,chr2,190306159,1,0,0,1,0,0,1,0,0,,,
2937,WIPF1,chr2,175424300,1,1,0,0,1,0,0,0,0,,,
2938,YIPF4,chr2,32502979,1,0,0,1,0,0,1,0,0,,,
2939,YPEL5,chr2,30369807,0,0,0,0,0,0,0,0,0,,,
2940,YWHAQ,chr2,9724101,1,0,0,1,0,0,1,0,0,,,
2941,ZAP70,chr2,98330023,0,0,0,0,0,0,0,0,0,,,
2942,ZC3H15,chr2,187350883,1,0,0,1,0,0,1,0,0,,,
2943,ZC3H6,chr2,113033171,0,0,0,0,0,0,0,0,0,,,
2944,ZC3H8,chr2,112969102,1,0,0,1,0,0,1,0,0,,,
2945,ZEB2,chr2,145141648,1,0,0,1,0,0,1,0,0,,,
2946,ZFAND2B,chr2,220059959,1,0,0,1,0,0,1,0,0,,,
2947,ZFP36L2,chr2,43449541,0,0,0,0,0,0,0,0,0,,,
2948,ZNF385B,chr2,180306709,0,0,0,0,0,0,0,0,0,,,
2949,ZNF638,chr2,71503691,1,1,0,1,1,0,1,0,0,,,
2950,ABHD12,chr20,25275379,0,0,0,0,0,0,0,0,0,,,
2951,ACSS1,chr20,24986868,0,0,0,0,0,0,0,0,0,,,
2952,ACSS2,chr20,33459949,1,0,0,1,0,0,1,0,0,,,
2953,ADNP,chr20,49505585,1,0,0,1,0,0,1,0,0,,,
2954,ADRM1,chr20,60877149,1,0,0,1,0,0,1,0,0,,,
2955,AP5S1,chr20,3801178,1,0,0,0,0,0,0,0,0,,,
2956,APMAP,chr20,24943561,1,0,0,1,0,0,1,0,0,,,
2957,ARFGAP1,chr20,61904137,1,0,0,1,0,0,1,0,0,,,
2958,ARFGEF2,chr20,47538427,1,0,0,1,0,0,1,0,0,,,
2959,C20orf194,chr20,3229951,1,0,0,0,0,0,0,0,0,,,
2960,C20orf27,chr20,3734155,1,0,0,1,0,0,1,0,0,,,
2961,CBFA2T2,chr20,32077881,1,0,0,1,0,0,1,0,0,,,
2962,CDS2,chr20,5107432,1,0,0,1,0,0,1,0,0,,,
2963,CEBPB,chr20,48807376,0,0,0,0,0,0,0,0,0,,,
2964,CENPB,chr20,3764498,1,0,0,1,0,0,1,0,0,,,
2965,CEP250,chr20,34042985,1,0,0,1,0,0,1,0,0,,,
2966,CHD6,chr20,40030741,1,0,0,1,0,0,1,0,0,,,
2967,CHGB,chr20,5892076,1,0,0,0,0,0,0,0,0,,,
2968,CPNE1,chr20,34213953,1,0,0,1,0,0,1,0,0,,,
2969,CSE1L,chr20,47662849,1,0,0,1,0,0,1,0,0,,,
2970,CST3,chr20,23608534,0,0,0,0,0,0,0,0,0,,,
2971,CYP24A1,chr20,52769988,0,0,0,0,0,0,0,0,0,,,
2972,DDRGK1,chr20,3170996,0,0,0,0,0,0,0,0,0,,,
2973,DIDO1,chr20,61509090,1,0,0,1,0,0,1,0,0,,,
2974,DLGAP4,chr20,34894258,1,0,0,1,0,0,1,0,0,,,
2975,DNAJC5,chr20,62526518,1,0,0,1,0,0,1,0,0,,,
2976,DNTTIP1,chr20,44420576,0,0,0,0,0,0,0,0,0,,,
2977,DSN1,chr20,35380194,1,0,0,1,0,0,1,0,0,,,
2978,DSTN,chr20,17550508,1,0,0,1,0,0,1,0,0,,,
2979,DTD1,chr20,18568537,1,0,0,1,0,0,1,0,0,,,
2980,DZANK1,chr20,18364011,0,0,0,0,0,0,0,0,0,,,
2981,EIF2S2,chr20,32676104,1,0,0,1,0,0,1,0,0,,,
2982,EIF6,chr20,33866714,0,0,0,0,0,0,0,0,0,,,
2983,ELMO2,chr20,44994688,1,0,0,1,0,0,1,0,0,,,
2984,ERGIC3,chr20,34129770,0,0,0,0,0,0,0,0,0,,,
2985,ESF1,chr20,13694969,1,0,0,1,0,0,1,0,0,,,
2986,FAM110A,chr20,814358,1,1,0,1,1,0,1,0,0,,,
2987,FAM83D,chr20,37554955,1,0,0,1,0,0,1,0,0,,,
2988,FERMT1,chr20,6055492,1,0,0,1,0,0,1,0,0,,,
2989,FOXA2,chr20,22561643,0,0,1,0,0,1,0,0,0,,,
2990,GGT7,chr20,33432523,1,0,0,1,0,0,1,0,0,,,
2991,GID8,chr20,61569471,1,0,0,1,0,0,0,0,0,,,
2992,GMEB2,chr20,62218955,1,0,0,1,0,0,1,0,0,,,
2993,GNAS,chr20,57414773,1,0,0,1,0,0,1,0,0,,,
2994,GPCPD1,chr20,5525085,1,0,0,1,0,0,0,0,0,,,
2995,GSS,chr20,33516236,1,0,0,1,0,0,1,0,0,,,
2996,GZF1,chr20,23342787,1,0,0,1,0,0,1,0,0,,,
2997,HCK,chr20,30639991,0,0,0,0,0,0,0,0,0,,,
2998,HELZ2,chr20,62189439,1,1,0,1,1,0,1,0,0,,,
2999,HSPA12B,chr20,3713314,0,0,0,0,0,0,0,0,0,,,
3000,IFT52,chr20,42219571,0,0,0,0,0,0,0,0,0,,,
3001,KIAA1755,chr20,36838890,0,0,0,0,0,0,0,0,0,,,
3002,KIF16B,chr20,16252749,1,0,0,1,0,0,1,0,0,,,
3003,LRRN4,chr20,6021424,0,0,1,0,0,1,0,0,1,,,
3004,LSM14B,chr20,60697517,1,0,0,1,0,0,1,0,0,,,
3005,LZTS3,chr20,3143263,1,0,0,1,0,0,1,0,0,,,
3006,MAFB,chr20,39314488,0,0,0,0,0,0,0,0,0,,,
3007,MAPRE1,chr20,31407699,1,0,0,1,0,0,1,0,0,,,
3008,MAVS,chr20,3827487,1,0,0,1,0,0,1,0,0,,,
3009,MCM8,chr20,5931298,1,0,0,1,0,0,1,0,0,,,
3010,MOCS3,chr20,49575363,1,0,0,1,0,0,1,0,0,,,
3011,MRGBP,chr20,61427805,1,0,0,1,0,0,1,0,0,,,
3012,MTG2,chr20,60758085,0,0,0,0,0,0,0,0,0,,,
3013,NCOA3,chr20,46130601,1,0,0,1,0,0,1,0,0,,,
3014,NCOA5,chr20,44689624,1,0,0,1,0,0,1,0,0,,,
3015,NCOA6,chr20,33284722,1,0,0,1,0,0,1,0,0,,,
3016,NDRG3,chr20,35280169,1,0,0,1,0,0,1,0,0,,,
3017,NFATC2,chr20,50003494,0,0,0,0,0,0,0,0,0,,,
3018,NINL,chr20,25433341,1,0,0,0,0,0,0,0,0,,,
3019,NOP56,chr20,2632791,0,0,0,0,0,0,0,0,0,,,
3020,NSFL1C,chr20,1422807,1,0,0,1,0,0,1,0,0,,,
3021,OGFR,chr20,61436187,1,0,0,1,0,0,1,0,0,,,
3022,OSBPL2,chr20,60813580,1,0,0,1,0,0,1,0,0,,,
3023,PANK2,chr20,3869486,1,0,0,1,0,0,1,0,0,,,
3024,PARD6B,chr20,49348081,1,0,0,1,0,0,1,0,0,,,
3025,PCIF1,chr20,44563267,1,1,0,1,1,0,1,0,0,,,
3026,PCMTD2,chr20,62887094,1,0,0,1,0,0,1,0,0,,,
3027,PFDN4,chr20,52824386,1,0,0,1,0,0,1,0,0,,,
3028,PHACTR3,chr20,58152564,0,0,0,0,0,0,0,0,0,,,
3029,PHF20,chr20,34359896,1,0,0,1,0,0,1,0,0,,,
3030,PKIG,chr20,43160426,0,0,0,0,0,0,0,0,0,,,
3031,PLCB4,chr20,9049410,1,0,1,1,0,1,1,0,1,,,
3032,PLCG1,chr20,39765600,1,0,0,1,0,0,1,0,0,,,
3033,PPDPF,chr20,62152077,1,0,0,0,0,0,0,0,0,,,
3034,PPP1R3D,chr20,58511894,1,0,0,1,0,0,1,0,0,,,
3035,PREX1,chr20,47240790,0,0,0,0,0,0,0,0,0,,,
3036,PRPF6,chr20,62612488,1,0,0,1,0,0,1,0,0,,,
3037,PSMF1,chr20,1093906,1,0,0,1,0,0,1,0,0,,,
3038,PTGIS,chr20,48120411,1,0,0,0,0,0,0,0,0,,,
3039,PTK6,chr20,62159778,0,0,1,0,0,0,0,0,0,,,
3040,PTPN1,chr20,49126891,1,0,0,1,0,0,1,0,0,,,
3041,PTPRA,chr20,2844830,1,0,0,1,0,0,1,0,0,,,
3042,PYGB,chr20,25228705,1,0,0,1,0,0,1,0,0,,,
3043,RAB22A,chr20,56884752,1,0,0,1,0,0,1,0,0,,,
3044,RALGAPA2,chr20,20370196,1,0,0,1,0,0,1,0,0,,,
3045,RALGAPB,chr20,37101459,1,0,0,1,0,0,1,0,0,,,
3046,RALY,chr20,32581452,1,0,0,1,0,0,1,0,0,,,
3047,RASSF2,chr20,4760669,0,0,0,0,0,0,0,0,0,,,
3048,RBCK1,chr20,388142,1,0,0,1,0,0,1,0,0,,,
3049,RBL1,chr20,35624752,1,0,0,0,0,0,0,0,0,,,
3050,RBM12,chr20,34236847,1,0,0,1,0,0,1,0,0,,,
3051,RBM39,chr20,34291531,1,0,0,1,0,0,1,0,0,,,
3052,REM1,chr20,30063096,1,0,0,0,0,0,0,0,0,,,
3053,RGS19,chr20,62704534,1,0,0,0,0,0,0,0,0,,,
3054,RNF114,chr20,48552948,1,0,0,1,0,0,1,0,0,,,
3055,RPRD1B,chr20,36661948,1,0,0,1,0,0,1,0,0,,,
3056,RRBP1,chr20,17594323,1,0,0,1,0,0,1,0,0,,,
3057,RTEL1,chr20,62289163,0,0,0,0,0,0,0,0,0,,,
3058,SAMHD1,chr20,35518632,0,0,0,0,0,0,0,0,0,,,
3059,SDCBP2,chr20,1290619,0,0,0,0,0,0,0,0,0,,,
3060,SERINC3,chr20,43124862,1,0,0,1,0,0,1,0,0,,,
3061,SIRPA,chr20,1875154,0,0,0,0,0,0,0,0,0,,,
3062,SLC2A10,chr20,45338126,1,0,1,1,0,0,1,0,0,,,
3063,SLC9A8,chr20,48429250,1,0,0,0,0,0,0,0,0,,,
3064,SLX4IP,chr20,10415951,0,0,0,0,0,0,0,0,0,,,
3065,SNTA1,chr20,31995761,1,0,0,1,0,0,1,0,0,,,
3066,SNX21,chr20,44462449,0,0,0,0,0,0,0,0,0,,,
3067,SNX5,chr20,17922241,0,0,0,0,0,0,0,0,0,,,
3068,SOGA1,chr20,35405845,1,0,0,1,0,0,1,0,0,,,
3069,SPATA2,chr20,48519928,1,0,0,0,0,0,0,0,0,,,
3070,SRC,chr20,35973088,1,0,0,0,0,0,0,0,0,,,
3071,SRSF6,chr20,42086568,1,0,0,1,0,0,1,0,0,,,
3072,STAU1,chr20,47729878,1,0,0,1,0,0,1,0,0,,,
3073,STK35,chr20,2082257,1,0,0,0,0,0,0,0,0,,,
3074,STK4,chr20,43595115,0,0,0,0,0,0,0,0,0,,,
3075,STX16,chr20,57226328,1,0,0,1,0,0,1,0,0,,,
3076,SULF2,chr20,46285092,1,0,0,1,0,0,1,0,0,,,
3077,TCEA2,chr20,62681189,0,0,0,0,0,0,0,0,0,,,
3078,TGM2,chr20,36756863,0,0,0,0,0,0,0,0,0,,,
3079,TMEM230,chr20,5080486,1,0,0,1,0,0,1,0,0,,,
3080,TMX4,chr20,7957995,1,0,1,1,0,0,1,0,0,,,
3081,TOMM34,chr20,43570771,1,0,0,1,0,0,1,0,0,,,
3082,TOP1,chr20,39657458,1,0,0,1,0,0,1,0,0,,,
3083,TP53RK,chr20,45313004,1,0,0,0,0,0,0,0,0,,,
3084,TPD52L2,chr20,62496596,1,0,0,1,0,0,1,0,0,,,
3085,TPX2,chr20,30327074,1,0,0,1,0,0,1,0,0,,,
3086,TRMT6,chr20,5917881,0,0,0,0,0,0,0,0,0,,,
3087,TTI1,chr20,36611409,0,0,0,0,0,0,0,0,0,,,
3088,TTPAL,chr20,43104526,0,0,0,0,0,0,0,0,0,,,
3089,UCKL1,chr20,62571186,1,0,0,1,0,0,1,0,0,,,
3090,VAPB,chr20,56964178,1,0,0,1,0,0,1,0,0,,,
3091,XRN2,chr20,21283942,1,0,0,1,0,0,1,0,0,,,
3092,YTHDF1,chr20,61826781,1,0,0,1,0,0,1,0,0,,,
3093,YWHAB,chr20,43514317,1,0,0,1,0,0,1,0,0,,,
3094,ZFP64,chr20,50668202,0,0,0,0,0,0,0,0,0,,,
3095,ZGPAT,chr20,62338817,1,0,0,1,0,0,1,0,0,,,
3096,ZHX3,chr20,39807088,0,0,0,0,0,0,0,0,0,,,
3097,ZNF217,chr20,52183604,1,0,0,1,0,0,1,0,0,,,
3098,ZNF512B,chr20,62588055,1,0,0,1,0,0,1,0,0,,,
3099,ABCG1,chr21,43619799,0,0,1,0,0,1,0,0,0,,,
3100,ADARB1,chr21,46493768,1,0,0,0,0,0,0,0,0,,,
3101,APP,chr21,27252861,1,0,0,1,0,0,1,0,0,,,
3102,BACH1,chr21,30566392,1,0,0,1,0,0,1,0,0,,,
